,Title,Views,Date,Likes,Comments,Link
686,Iron Man Edition Samsung Galaxy S6 Edge!,2037763,2015-06-05,94709,177679,youtube.com/watch?v=VgmyVHYV1mE
687,HTC One M9+ (& S6 Plus!),1109388,2015-06-03,20345,1316,youtube.com/watch?v=UrzhzCA1NUw
688,Top 5 Android Marshmallow Features!,2227577,2015-05-29,50246,8027,youtube.com/watch?v=XZvqQ4xK1R8
689,10 Apple Watch Questions: Answered!,1637163,2015-05-27,37460,1510,youtube.com/watch?v=N3NPXB3eiPY
690,LG G4 Review!,3035483,2015-05-23,65795,5290,youtube.com/watch?v=VTUDzrIgZlI
691,YouTube Processing: Explained!,1073680,2015-05-18,43330,2588,youtube.com/watch?v=4CJvasYJP6o
692,Apple Watch Review!,2456834,2015-05-14,44796,4147,youtube.com/watch?v=dPL1-8ypnEs
693,Five (More) Facts About Me! (Graduation!),1299449,2015-05-11,77463,6294,youtube.com/watch?v=Qfd8nck5cP4
694,Samsung Galaxy S6 Edge Review!,5638557,2015-05-03,60810,4546,youtube.com/watch?v=Ws9KAQS02Yo
695,LG G4 Impressions!,1228290,2015-04-28,28513,3380,youtube.com/watch?v=lpwa5iYOjU8
696,Chromebook Pixel 2 Review!,1324990,2015-04-24,39238,2493,youtube.com/watch?v=WjUebpBA2AE
697,Samsung Galaxy S6 Review!,5677471,2015-04-21,100562,8612,youtube.com/watch?v=Mhvv2-iCKao
698,Ask MKBHD V4!,637688,2015-04-15,21537,1713,youtube.com/watch?v=4Q6kdHSWNZM
699,HTC One M9 Review!,1990460,2015-04-08,43709,3558,youtube.com/watch?v=5x6DELO6Sz4
700,Oxygen OS on the OnePlus One!,1183337,2015-04-04,25660,1605,youtube.com/watch?v=sBO5RKq8PXc
701,Logitech MX Master Review!,1872011,2015-03-31,33933,2177,youtube.com/watch?v=JDJDeuJbiKc
702,Virtual Reality: Explained!,1561448,2015-03-27,31352,1819,youtube.com/watch?v=i4Zt3JZejbg
703,Giveaway: Samsung Galaxy S6 or HTC One M9! [Closed],772962,2015-03-23,104818,-1,youtube.com/watch?v=8syPkiANwYk
704,USB Type-C: Explained!,4741640,2015-03-12,84259,4905,youtube.com/watch?v=ZrZISyPucMg
705,The New Macbook Impressions!,2766886,2015-03-09,41806,7774,youtube.com/watch?v=GttoIyB_lEQ
706,Dot View 2 Case for HTC One M9!,1051535,2015-03-06,21455,1317,youtube.com/watch?v=2ircZoqveuA
707,HTC One M9 Impressions!,1136744,2015-03-02,24644,2357,youtube.com/watch?v=QXF3tUfvuLU
708,Samsung Galaxy S6 Impressions!,1570384,2015-03-01,32748,4343,youtube.com/watch?v=TtLHiiXyERA
709,Samsung Galaxy S6 Edge Impressions!,1697946,2015-03-01,28612,2399,youtube.com/watch?v=KrxrzzTUPD8
710,OnePlus One & Cyanogenmod 12!,1090717,2015-02-24,25266,1588,youtube.com/watch?v=UUBDiUy2824
711,Audio Technica ATH-M70X Review!,2002265,2015-02-17,34275,2674,youtube.com/watch?v=3yoAj-PRsZ0
712,Dell Venue 8 7000 Review!,832302,2015-02-13,25123,1372,youtube.com/watch?v=KG9E5LaI8bk
713,Exploring Drones with Deadmau5!,854882,2015-02-10,31314,1856,youtube.com/watch?v=UJ9Lbao6j-c
714,Fun with the BMW i8!,2846366,2015-02-01,47269,3415,youtube.com/watch?v=nnODX_VEp2c
715,The State of 4K: Early 2015!,755250,2015-01-26,24297,3926,youtube.com/watch?v=aJinPXrOZYk
716,HTC One M9: What to Expect!,854280,2015-01-24,22470,2866,youtube.com/watch?v=7hXjxLrDf5I
717,What's on my Android! (Early 2015),1056249,2015-01-19,25826,2478,youtube.com/watch?v=9nTJlmsa_Bo
718,CES 2015 Highlights!,493014,2015-01-14,15891,781,youtube.com/watch?v=t8eKwFESN8s
719,BMW Tech at CES 2015!,1181423,2015-01-11,23967,1210,youtube.com/watch?v=_z9q096Lhj0
720,Quantum Dot TVs: Explained!,1036999,2015-01-08,28384,1101,youtube.com/watch?v=dIfLmM0YkXM
721,MKBHD Update 10.4: 2015!,705429,2015-01-01,29541,1789,youtube.com/watch?v=arlvHJnfFKI
722,Motorola Droid Turbo Review!,1163744,2014-12-23,32975,2188,youtube.com/watch?v=26C_O6hDMjQ
723,Best Tech under $50!,2825813,2014-12-17,59173,2436,youtube.com/watch?v=CjYPLWcgAOE
724,Top 5 Wearable Tech! (Late 2014),938632,2014-12-14,21332,1828,youtube.com/watch?v=Zh2wtbNrlyw
725,Smartphone Awards: 2014!,2824929,2014-12-07,68813,9177,youtube.com/watch?v=f6pPIG3EvAs
726,Google Nexus 9 Review!,1278879,2014-12-01,28018,2749,youtube.com/watch?v=vE-P7zzCCsU
727,MKBHD Update 10.3!,663805,2014-11-20,24739,3873,youtube.com/watch?v=aEDJkbSJKP0
728,Google Nexus 6 Review!,2827853,2014-11-15,48625,5222,youtube.com/watch?v=RoAPTdvgAJg
729,The Dream Smartphone! (2014),1644715,2014-11-12,63935,7316,youtube.com/watch?v=lMGggUDolRI
730,Apple iPad Air 2 Review!,2482626,2014-11-11,32396,3355,youtube.com/watch?v=DqVPbEcWtA0
731,Google Nexus 9 Unboxing + Hands On!,587506,2014-11-05,22323,1739,youtube.com/watch?v=W-QoakKxTjg
732,Google Nexus 6 Unboxing + Hands On!,1010613,2014-11-04,48399,5266,youtube.com/watch?v=7h-R73VTXXQ
733,GoPro Hero 4: Being a Dog in 4K!,803233,2014-11-01,21653,2461,youtube.com/watch?v=YyrUBJQmUGs
734,Android 5.0 Lollipop Feature Review!,3000491,2014-10-27,69375,5437,youtube.com/watch?v=pEDQ1z1-PvU
735,Samsung Galaxy Note 4 Review!,3298733,2014-10-24,66375,6142,youtube.com/watch?v=hoQKLOrAU4E
736,Apple iPhone 6+ Review!,2410439,2014-10-20,42542,4482,youtube.com/watch?v=Wwp9eaVVW_8
737,Sharp Aquos Crystal - Bezelless Smartphone!,2149036,2014-10-17,37688,3543,youtube.com/watch?v=opVgMDtBecA
738,Nexus 6 & Nexus 9 Impressions!,1159758,2014-10-15,48472,3840,youtube.com/watch?v=iTLp2F4dm4I
739,Apple iPhone 6 Review!,7465056,2014-10-09,78491,10030,youtube.com/watch?v=61TAqY03xwk
740,Nexus 6 (Shamu) Thoughts!,737748,2014-10-05,20411,2800,youtube.com/watch?v=wspZXjeWWq4
741,Samsung Galaxy Alpha Review!,1708484,2014-10-01,22712,2622,youtube.com/watch?v=SlTvgY9PeCQ
742,MKBHD Update 10.2!,840538,2014-09-26,45890,6422,youtube.com/watch?v=3kYDVzwcwcg
743,iPhone 6 Plus #BendGate: Explained!,2419465,2014-09-24,48582,5123,youtube.com/watch?v=s3QcOSyD38M
744,iPhone 6 Impressions!,3447034,2014-09-19,39441,5201,youtube.com/watch?v=XSf33i8njNU
745,Moto X (2014) Review!,1802684,2014-09-18,47355,3057,youtube.com/watch?v=BK3YvlOFRTg
746,Moto 360 Review!,2282929,2014-09-15,51667,3085,youtube.com/watch?v=X8DOUSGGw10
747,Apple Watch Impressions!,3019212,2014-09-10,68669,5805,youtube.com/watch?v=nxM-rac7vb4
748,Samsung Galaxy Note Edge Impressions!,5598716,2014-09-03,44701,6548,youtube.com/watch?v=uALVIcQXH4Q
749,Samsung Galaxy Note 4 Impressions!,2263897,2014-09-03,36242,3338,youtube.com/watch?v=8tU-0Uxz6jw
750,The Truth About Beats by Dre!,9692005,2014-08-30,212825,23790,youtube.com/watch?v=ZsxQxS0AdBY
751,What's on my Tech: 2014! (Back to School),949621,2014-08-23,24873,2252,youtube.com/watch?v=EC00YntB7LQ
752,NVIDIA Shield Tablet Review!,1204631,2014-08-21,23437,2015,youtube.com/watch?v=PNp2IjVv3HI
753,Sony RX100 MKIII Review!,1066778,2014-08-16,28015,1868,youtube.com/watch?v=9HtGhNUtW-E
754,Prime Phones: Explained!,671880,2014-08-08,24269,1382,youtube.com/watch?v=sFGEBTdK2Z0
755,Android Wear Review! (Smartwatches),1009087,2014-08-04,23111,1641,youtube.com/watch?v=2z9uOm-Ydrk
756,Nexus 6 & Nexus 9 Wishlist!,606240,2014-08-03,24430,2431,youtube.com/watch?v=RUC_F0OQdDg
757,OnePlus One: Revisited!,1129279,2014-07-26,21480,2858,youtube.com/watch?v=5BRVHKG_hpU
758,Ask MKBHD V3!,397633,2014-07-24,28395,3539,youtube.com/watch?v=hgj1x0ecJMo
759,iPhone 6 Sapphire: Explained!,3197289,2014-07-18,37981,3690,youtube.com/watch?v=b7ANcWQEUI8
760,iPhone 6 Sapphire Crystal Display!,9208526,2014-07-07,60930,7463,youtube.com/watch?v=5R0_FJ4r73s
761,MKBHD Edition Macbook Pro! (Colorware Custom),1250225,2014-07-04,35531,2803,youtube.com/watch?v=W8BfirN9z94
762,LG G3 Mass Giveaway! [CLOSED],505282,2014-07-02,43824,-1,youtube.com/watch?v=TmikWdsrz_U
763,Top 5 Best Android L Features!,1464554,2014-06-28,40540,3970,youtube.com/watch?v=y9ue7TNpxS0
764,Moto 360 Impressions!,1011723,2014-06-26,20136,1627,youtube.com/watch?v=U13DF7R-iuw
765,LG G Watch Hands-on Impressions!,394284,2014-06-25,10696,569,youtube.com/watch?v=yBWNZTYPbzA
766,Amazon Fire Phone: Explained!,1328075,2014-06-19,27313,2578,youtube.com/watch?v=6trOg2IK2Zg
767,LG G3 Review!,2813513,2014-06-18,33493,5452,youtube.com/watch?v=7QH1qFd24bY
768,Samsung Galaxy Note 4 Hype!,725930,2014-06-10,16403,1806,youtube.com/watch?v=BOOa1wZhkzY
769,LG G3 QHD Display Review!,869132,2014-06-06,20369,1941,youtube.com/watch?v=yAyR_YHEZ_c
770,iOS 8 Features & Impressions!,1220100,2014-06-04,30902,4140,youtube.com/watch?v=lXPvnhNcMs0
771,The Problem with Phone Cases!,2057311,2014-06-01,44323,9983,youtube.com/watch?v=Btr8uOU0BkI
772,MKBHD Setup Tour 2014!,1526173,2014-05-31,33621,4421,youtube.com/watch?v=Ij9njxJUyUQ
773,LG G3 Impressions!,1314909,2014-05-27,24744,2588,youtube.com/watch?v=d6605kiXmm8
774,The iPhone 6 Model!,7618956,2014-05-25,44411,8248,youtube.com/watch?v=AVpfhoi_uOM
775,Curved TVs: Explained!,3674138,2014-05-23,35518,3142,youtube.com/watch?v=2XvDb37qIdg
776,OnePlus One Review!,3274177,2014-05-19,63677,7499,youtube.com/watch?v=FrgGHAab9D8
777,Ask MKBHD V2!,318857,2014-05-14,15121,1558,youtube.com/watch?v=NH_7FqSuxkU
778,Top 5 OnePlus One Features! (Cyanogenmod 11S),926568,2014-05-06,25541,1998,youtube.com/watch?v=EcMBuRX-EdU
779,Top 5 Tesla Model S Features!,1497006,2014-05-02,43863,4011,youtube.com/watch?v=c4zAPmQZmYA
780,Giveaway: MKBHD Edition Nexus 5! [CLOSED],482597,2014-04-28,34357,-1,youtube.com/watch?v=R7siKvpvuCM
781,OnePlus One Impressions!,579489,2014-04-24,19951,2305,youtube.com/watch?v=jzezFz6CMqg
782,HTC One M8 Google Play Edition Review!,787211,2014-04-20,19865,1589,youtube.com/watch?v=Ew5ZzloH4Mg
783,Oppo Find 7a Review!,703783,2014-04-19,21486,1382,youtube.com/watch?v=QahWCPNALDA
784,Samsung Galaxy S5 Review!,2008862,2014-04-16,31281,5275,youtube.com/watch?v=z8gOX35dAfc
785,HTC One M8 Review!,3629427,2014-04-09,49889,5942,youtube.com/watch?v=pwsPZi_JRrA
786,The Setup Tour Project 2014!,1207190,2014-04-06,24071,3628,youtube.com/watch?v=pmnLca3FneU
787,HTC One M8 Dot View Case!,2149547,2014-03-26,33824,2912,youtube.com/watch?v=d7n34bkF-Ew
788,HTC One M8 Impressions!,1148916,2014-03-25,28694,2783,youtube.com/watch?v=zSlt_2X8sPw
789,Android Wear: State of Wearable Tech!,418776,2014-03-19,17752,1466,youtube.com/watch?v=pZiKLNnanWs
790,Ask MKBHD V1!,458015,2014-03-16,16634,2180,youtube.com/watch?v=VQW48jzIcjk
791,Top 5 Upcoming Smartphones! (Early 2014),847835,2014-03-03,27397,3686,youtube.com/watch?v=D0mCG1BeZCo
792,The State of 4K: Early 2014!,683666,2014-02-28,23501,2644,youtube.com/watch?v=paENIboxKGI
793,Samsung Galaxy S5 Impressions!,3573262,2014-02-24,55067,4677,youtube.com/watch?v=lvNrGxpS2jY
794,MKBHD Update 10.1!,336416,2014-02-23,16975,1163,youtube.com/watch?v=fbwEaql90Ac
795,New Mac Pro Review!,1849226,2014-02-20,28803,3275,youtube.com/watch?v=RwnSX-3ncSA
796,Audio Technica ATH-M50X Review!,2335199,2014-02-15,42991,4570,youtube.com/watch?v=y5DyEYuvF3o
797,"1,000,000!",498213,2014-02-12,44365,5828,youtube.com/watch?v=fKDuVDZqQ1c
798,HTC M8: What to Expect!,443219,2014-02-08,13718,989,youtube.com/watch?v=r5TvTH3GOdc
799,Samsung Galaxy S5: What to Expect!,352988,2014-02-08,12206,988,youtube.com/watch?v=8QF3qJ0U5K0
800,Bright Red Google Nexus 5!,342035,2014-02-06,11489,1491,youtube.com/watch?v=qauddPrHLqU
801,Google Sells Motorola: Explained!,745519,2014-01-31,24236,1782,youtube.com/watch?v=KBXTLLFgDeo
802,Setup Tour Project 2014!,339547,2014-01-29,12012,724,youtube.com/watch?v=EtKa0ORwaU0
803,Top 5 Wearable Tech! (Early 2014),749395,2014-01-25,16769,1409,youtube.com/watch?v=dYzlWWa8dCU
804,New Mac Pro Performance Review!,607235,2014-01-21,13346,1152,youtube.com/watch?v=MVyA-T2lNNk
805,Samsung Galaxy Note 3: Revisited!,662268,2014-01-18,13673,1443,youtube.com/watch?v=_ibTYAxssQw
806,New Mac Pro Unboxing & Impressions!,695875,2014-01-13,18563,3063,youtube.com/watch?v=szd7M-Qi1MI
807,Best Cars of CES 2014!,544164,2014-01-11,11261,1580,youtube.com/watch?v=tYGg1fIfuOY
808,Samsung Galaxy NotePro & TabPro at CES 2014!,291879,2014-01-10,9139,613,youtube.com/watch?v=BldsuTqsI1g
809,Tesla Model S at CES 2014!,202247,2014-01-09,8565,682,youtube.com/watch?v=YGziBcgP93Y
810,Sony Xperia Z1S & Z1 Compact at CES 2014!,233312,2014-01-09,6859,320,youtube.com/watch?v=M8rSmmLNYUc
811,4K Cameras at CES 2014!,349937,2014-01-08,9746,720,youtube.com/watch?v=L6RW1KaNuL0
812,CES 2014 Gear Bag Tour!,384870,2014-01-07,13531,1337,youtube.com/watch?v=dYmHFsH6E7g
813,MKBHD Update 10.0! (CES 2014),267829,2014-01-04,13138,1160,youtube.com/watch?v=8L7d6_ZzyoU
814,Top 5 Tablets (Early 2014) Collab!,765041,2014-01-03,18054,2814,youtube.com/watch?v=Rrm4isCQDkQ
815,Nexus 5: Revisited! (What's on my Phone),852002,2013-12-24,17091,1507,youtube.com/watch?v=8f7mFHYjBG0
816,Top 5 Smartphones of 2013!,739086,2013-12-21,19881,4480,youtube.com/watch?v=BZjIsZwgKfo
817,Oppo Find 7 Rant!,358916,2013-12-19,15101,1734,youtube.com/watch?v=E0_JrUNevdc
818,Nokia Lumia 1520 Review!,1926802,2013-12-17,26497,2877,youtube.com/watch?v=lVPAfntOfmc
819,Google Play Editions: Explained!,498268,2013-12-12,19502,2603,youtube.com/watch?v=tTfaaqXYXxQ
820,Motorola Moto G Review!,2614088,2013-12-08,25654,3187,youtube.com/watch?v=KFD0Nm2dOHw
822,Oppo N1 Review! (Cyanogenmod Phone),2619604,2013-12-05,37129,2446,youtube.com/watch?v=3GrIWdORHvc
823,Google Nexus 5 vs Moto X! ($350),661351,2013-11-27,13269,1744,youtube.com/watch?v=pMFLeoDx6J4
824,Sony PS4 vs XBox One Impressions!,2162204,2013-11-25,44773,9315,youtube.com/watch?v=3AbWtn1ixVk
825,LG G Flex Self Healing Demo!,8099373,2013-11-18,105866,5486,youtube.com/watch?v=Z-W66HINFLg
826,Samsung Galaxy Round Review!,1311121,2013-11-16,33850,3652,youtube.com/watch?v=tTxhneVcmEo
827,Apple iPad Air Review!,1971511,2013-11-13,36192,3143,youtube.com/watch?v=Hr8E-_yU2YA
828,Google Nexus 5 Review!,2641271,2013-11-08,48034,5302,youtube.com/watch?v=1dg2UIzIt4s
829,Google Nexus 5: Black vs White!,541552,2013-11-04,15555,1904,youtube.com/watch?v=RBCaAq_pKjY
830,How Google Now is Taking Over!,562225,2013-11-02,17149,2358,youtube.com/watch?v=1JEXDBWehvI
831,Top 5 Android 4.4 Kitkat Features!,1925861,2013-10-31,37701,4659,youtube.com/watch?v=f7TD3Z03l2I
832,Motorola Ara Impressions!,1095587,2013-10-29,23905,3019,youtube.com/watch?v=skXwTxo0Bo0
833,Samsung Galaxy Gear Review!,1208374,2013-10-24,23414,3040,youtube.com/watch?v=P4Hbn6xcD9M
834,Sony Xperia Z1 Review!,1104579,2013-10-21,14147,2388,youtube.com/watch?v=hUgOgMCKXqs
835,Curved Display Smartphones: Explained!,620722,2013-10-19,21553,2288,youtube.com/watch?v=z6dkNLn9br0
836,Top 5  Best Smartphone Cameras!,2076509,2013-10-15,28252,4948,youtube.com/watch?v=OMb-jXlkNwY
837,Apple iPhone 5s Review!,9971750,2013-10-11,138077,20038,youtube.com/watch?v=uBEaG6n0XDs
838,Google Nexus 5: What to Expect!,318357,2013-10-07,10415,1728,youtube.com/watch?v=F0zhwl8454Y
839,Samsung Galaxy Note 3 Review!,3994490,2013-10-02,84501,9631,youtube.com/watch?v=9NSBB-kFDGQ
840,Samsung Galaxy Note 3 Sizeup!,258575,2013-09-25,13675,1329,youtube.com/watch?v=PYJAiY6zuMo
841,LG G2 Review!,2628893,2013-09-23,31306,3841,youtube.com/watch?v=WBeFfWUdseI
842,The New Cyanogenmod!,1001172,2013-09-18,23199,3691,youtube.com/watch?v=uQyRDqnr0FM
843,Phonebloks: Explained!,1247251,2013-09-13,25556,2254,youtube.com/watch?v=IovZRv8toDM
844,Samsung Galaxy Note 3 Impressions!,361528,2013-09-09,9833,1290,youtube.com/watch?v=6Smu8YbwZ9Q
845,Sony RX100 M2 Review!,426328,2013-09-06,11614,1719,youtube.com/watch?v=fsOxwsFF50c
846,Google Glass Explorer Edition: Explained!,6175857,2013-08-30,87828,14854,youtube.com/watch?v=elXk87IKgCo
847,5 Moto X Tips & Tricks!,473771,2013-08-23,9596,1454,youtube.com/watch?v=8yKXTr7KB40
848,Nokia Lumia 1020 Review!,3067537,2013-08-20,55797,8478,youtube.com/watch?v=Fi1JUykQBKw
849,Top 5 Best Headphones Under $200!,4693725,2013-08-16,61233,7999,youtube.com/watch?v=lEjwyYOFwZg
850,The Perfect Smartphone! (2013),857218,2013-08-13,18070,4612,youtube.com/watch?v=h3wKBfAIdzE
851,Motorola Moto X Review!,2005029,2013-08-09,34406,4855,youtube.com/watch?v=CJTlB_S7ct0
852,Nexus 7 (2013) Review!,1070997,2013-08-06,29939,3181,youtube.com/watch?v=wEpMtf6nJco
853,Moto X Features: Explained!,699271,2013-08-02,29443,3447,youtube.com/watch?v=3ZX8graseUQ
854,Top 5 Android 4.3 Features!,540111,2013-07-31,20250,1571,youtube.com/watch?v=wwXA27TWD3k
855,Google Chromecast Review!,3872799,2013-07-29,26961,2731,youtube.com/watch?v=TK4u6wm-HIk
856,Ubuntu Edge: Explained!,371529,2013-07-26,11360,1609,youtube.com/watch?v=nei16gkVxpg
857,Samsung Galaxy Note 3 Hype!,707257,2013-07-22,13192,4153,youtube.com/watch?v=YmuOwOb35qs
858,Giveaway: Google Edition HTC One or Galaxy S4!,143643,2013-07-18,14832,-1,youtube.com/watch?v=TTWJq2MpCx4
859,Google Edition HTC One Review!,312143,2013-07-14,8479,1450,youtube.com/watch?v=fNt-QXLp6YI
860,Nokia Lumia 925 Review!,733630,2013-07-10,14627,2007,youtube.com/watch?v=CntfUc_Sd1c
861,Top 5 Fastest Discontinued Tech Products!,2621071,2013-07-04,43719,5291,youtube.com/watch?v=tC1LxFS5uA4
862,MKBHD Update 9.0!,206388,2013-07-01,8269,2034,youtube.com/watch?v=saoiKoNvnn8
863,"13"" Macbook Air 2013 Review!",972280,2013-06-25,12622,2268,youtube.com/watch?v=epLszn-rnpA
864,Samsung Galaxy Mega Review!,1169570,2013-06-22,23416,3571,youtube.com/watch?v=zb5Wp_i8oQo
865,5 True Facts about Google X!,498657,2013-06-18,16517,1640,youtube.com/watch?v=4i3oKEg6o9g
866,Where iOS 7 Features Come From!,1204721,2013-06-13,50141,7087,youtube.com/watch?v=QrM25jqhXdA
867,2013 Mac Pro: Explained!,617047,2013-06-11,15997,2947,youtube.com/watch?v=WxWLVwBqAOc
868,How Google is Taking Back Android!,208292,2013-06-07,12997,988,youtube.com/watch?v=H9HH0vqb4q8
869,What's on my Android Phone 2013!,624287,2013-06-04,13971,1705,youtube.com/watch?v=yR0ZGltMUTM
870,Top 5 Most Overhyped Tech!,1434290,2013-05-30,27488,3556,youtube.com/watch?v=BygqMgC3W10
871,LG Optimus G Pro Review!,583156,2013-05-27,9314,1309,youtube.com/watch?v=aYtAdCDOCfU
872,Beats Audio: Explained!,1868410,2013-05-22,42663,3963,youtube.com/watch?v=Cdbn_pmxFic
873,Top 10 Google I/O 2013 Announcements!,183249,2013-05-17,11274,1102,youtube.com/watch?v=onldzSzdqlM
874,Google Edition Galaxy S4: Explained!,261012,2013-05-16,8461,1731,youtube.com/watch?v=c74d5kqSEvo
875,Motorola X-Phone Rumor Rant!,115254,2013-05-11,8950,1174,youtube.com/watch?v=ZWKl-FeUApA
876,Samsung Galaxy S4 vs HTC One!,953239,2013-05-08,22086,4947,youtube.com/watch?v=jpiPzgBJU9M
877,HTC One Review!,2268169,2013-05-03,35421,3927,youtube.com/watch?v=KF75-HPdUfY
878,Samsung Galaxy S4 Review!,1771731,2013-04-30,19358,3298,youtube.com/watch?v=wXmzpFoHkfA
879,Samsung Galaxy S4 Word Game Interview!,87537,2013-04-26,6788,591,youtube.com/watch?v=_bozaSWsDuE
880,Google Babel: Explained!,219189,2013-04-23,9203,992,youtube.com/watch?v=rIRpK7KAfM0
881,Top 5 1080p Smartphones!,649123,2013-04-18,13306,3433,youtube.com/watch?v=swXI_sl5m3I
882,Oppo Find 5 Project Firefly!,159452,2013-04-16,5068,960,youtube.com/watch?v=jZoh_QKnGbc
883,Five Facts About Me!,1238010,2013-04-12,44460,5488,youtube.com/watch?v=T88kUY9Q3es
884,5 True Facts about Android!,1270128,2013-04-07,29359,3536,youtube.com/watch?v=1gUQhN5joSQ
885,Beyerdynamic Custom One Pro Review!,311593,2013-04-04,9865,1804,youtube.com/watch?v=LDBWrSENTps
886,Top 5 Internet April Fool's Day Hoaxers!,443088,2013-03-31,12096,1111,youtube.com/watch?v=Py6g_FheJWI
887,"HTC One ""Ultrapixel"": Explained!",437743,2013-03-29,16782,1442,youtube.com/watch?v=ul3lgaU_lbY
888,Google Nexus 10: Revisited!,463072,2013-03-26,8926,1252,youtube.com/watch?v=o9PT9HDXZWs
889,AT&T Predicted the Future!,153877,2013-03-22,7460,1365,youtube.com/watch?v=zUtedhbQDP4
890,Samsung Galaxy S4 Features: Explained!,601941,2013-03-17,23465,2409,youtube.com/watch?v=PGXhG82HRX0
891,Sony Xperia Z Review!,677843,2013-03-12,8611,-1,youtube.com/watch?v=GlhXpHULwys
892,Top 5 NFC Features: Explained!,1927974,2013-03-08,26825,2751,youtube.com/watch?v=qp5il7yhM4Y
893,Chromebook Pixel Review!,522785,2013-03-05,11118,1365,youtube.com/watch?v=6d0lEMp8Vtk
894,Top 5 Best Built Tech!,949647,2013-02-28,15592,3301,youtube.com/watch?v=83Y31z3ZI2A
895,Chromebook Pixel Unboxing & First Impressions!,187957,2013-02-25,6013,2302,youtube.com/watch?v=CP5LB1eQff0
896,The Chromebook Pixel: Explained!,368605,2013-02-21,9544,1464,youtube.com/watch?v=xU2fB0pQJkA
897,Top 5 Most Underpriced Tech!,3110324,2013-02-19,43984,4181,youtube.com/watch?v=LkOC0gbNF20
898,Nexus 4 & Nexus 7 Giveaway! [CLOSED],71598,2013-02-16,4899,-1,youtube.com/watch?v=MQ97Kymd6X0
899,Top 5 Most Overpriced Tech!,3783375,2013-02-12,74355,10085,youtube.com/watch?v=uj0S2rgmu-M
900,Oppo Find 5 Review!,670324,2013-02-09,15703,2321,youtube.com/watch?v=XkqiFOvF8v0
901,HTC Droid DNA: Revisited!,250673,2013-02-06,5331,1037,youtube.com/watch?v=6A-PpwfM1wo
902,Hackintosh Pro Project! [Part 5: The Finale!],719150,2013-02-02,16367,2243,youtube.com/watch?v=Wm4jH01Sluc
903,Hackintosh Pro Project! [Part 4: The OSX Install],579625,2013-01-27,12423,953,youtube.com/watch?v=N4fpYnzqHEM
904,Hackintosh Pro Project! [Part 3: The Build],523531,2013-01-23,11285,1539,youtube.com/watch?v=Rd89JLYsoOI
905,Hackintosh Pro Project! [Part 2: The Parts],618030,2013-01-20,17044,1762,youtube.com/watch?v=K9CNsBCmrNg
906,4K Video: Explained!,1038652,2013-01-18,20553,2400,youtube.com/watch?v=mVLyd9_czWE
907,CES 2013 Highlights!,76407,2013-01-15,3575,1664,youtube.com/watch?v=9qf3OmxwmhM
908,Top 5 Ubuntu Phone Features: Explained!,1276726,2013-01-12,23222,2094,youtube.com/watch?v=NSWOvw5N4nU
909,Sony Xperia Z at CES 2013!,71208,2013-01-10,3331,432,youtube.com/watch?v=HVL6Kwk8IOA
910,Huawei Ascend Mate Size Comparison at CES 2013!,85341,2013-01-09,1677,434,youtube.com/watch?v=SEXiPc3q1tg
911,NVIDIA Project SHIELD at CES 2013!,100717,2013-01-07,3983,523,youtube.com/watch?v=tRyEYlvb66I
912,Samsung Galaxy Note 2: Revisited!,379229,2013-01-03,7723,1658,youtube.com/watch?v=YginQUkrJ50
913,Using Google Now: Explained!,553139,2012-12-30,15420,1175,youtube.com/watch?v=PAs6yQUCkno
914,Samsung Galaxy Camera Review!,270251,2012-12-28,4922,884,youtube.com/watch?v=8gca3uud87c
915,What's on my Android Phone 2012!,274893,2012-12-24,6059,999,youtube.com/watch?v=6PEmKUBtWlk
916,Hackintosh Pro Project! [Part 1],664750,2012-12-21,12636,1898,youtube.com/watch?v=iwaW6HR9dw4
917,Best Tablets of 2012!,129680,2012-12-17,4288,1419,youtube.com/watch?v=NyoM_i1jJZc
918,8 Holiday Gifts for a YouTuber!,39021,2012-12-15,2103,286,youtube.com/watch?v=gfPNNdY1Fjs
919,$600 Gaming PC Giveaway!,103940,2012-12-13,4716,-1,youtube.com/watch?v=FFuePFTf9LQ
920,Rooting & Jailbreaking: Explained!,900262,2012-12-08,15655,1587,youtube.com/watch?v=uO0Q7SMZvfg
921,Retina Displays vs Battery Life!,79677,2012-12-05,5550,960,youtube.com/watch?v=q1zZ8cGF1OI
922,Google Nexus 10 Review!,284970,2012-12-02,5317,941,youtube.com/watch?v=IysmRC4aAFc
923,Nexus 4 vs Galaxy S3 vs Galaxy Nexus!,411598,2012-11-28,6924,1262,youtube.com/watch?v=xVlzDdxaaaE
924,Google Nexus 4 Review!,877030,2012-11-26,16567,2791,youtube.com/watch?v=zFOnOLXrMBQ
925,iPad Mini vs Nexus 7!,212850,2012-11-22,7944,1028,youtube.com/watch?v=bJOGQ_SJ8Dc
926,Nexus 4 Unboxing & First Impressions!,150208,2012-11-20,5912,925,youtube.com/watch?v=RvfjuYUe6-w
927,LG Optimus G Review! (Nexus 4 Comparison),151916,2012-11-19,2335,395,youtube.com/watch?v=yRaIjn6q9Jo
928,Nexus 10 Unboxing & First Impressions!,176930,2012-11-16,4674,1072,youtube.com/watch?v=nCVygTgQKUs
929,Top 5 Android 4.2 Jellybean Features!,563233,2012-11-14,16907,1647,youtube.com/watch?v=G43tYXIlUV4
